ID,Title,"Term ID",Name
563,"Thursday Afternoon Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
562,"Thursday Afternoon Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
561,"Thursday Afternoon Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
560,"Thursday Afternoon Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
559,"Thursday Afternoon Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
558,"Tuesday Morning Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
557,"Tuesday Morning Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
556,"Tuesday Morning Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
554,"Thursday Afternoon Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
553,"Thursday Afternoon Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
552,"Tuesday Morning Office Hours",37,"Employee Help, Employee Resources, Employee Assistance"
551,"POWR Stakeholder Update July 14, 2021",37,"Employee Help, Employee Resources, Employee Assistance"
550,"Live Employees Site Editor Training",37,"Employee Help, Employee Resources, Employee Assistance"
550,"Live Employees Site Editor Training",44,"Employee Training"
549,"Live Portland.gov Editor Training",37,"Employee Help, Employee Resources, Employee Assistance"
549,"Live Portland.gov Editor Training",44,"Employee Training"
548,"ProjectDox Training Resources",248,Amanda
548,"ProjectDox Training Resources",96,ePlans
548,"ProjectDox Training Resources",50,"BDS Permits"
548,"ProjectDox Training Resources",97,ProjectDox
548,"ProjectDox Training Resources",27,"BDS Training"
548,"ProjectDox Training Resources",30,"Development Services Training"
538,"PBOT Travel policy and forms",120,"pbot travel"
533,"Customer Service Training Resources",117,"Customer Service Training"
521,"Cost Recovery Reports",375,"Cost Recovery Reports"
518,"Technical Support",115,"Technical Support"
517,"Work Schedule Changes",114,"Work Schedule"
511,"Business Continuity Plan Indicators",113,"Business Continuity Plan"
510,"BDS Director's Reports",66,"BDS Director"
508,"Payroll and Benefits",111,Payroll
506,"Find BDS Employees - Org Chart and Contacts",60,"Org Chart"
504,"Bureauwide Meetings & Drop-Ins",109,Meetings
503,"Employee Policies",93,Policy
502,"BDS Mission, Goals and Values",108,"Mission Statement"
501,"General Guidelines for Email Signatures",107,"Email Signatures"
500,"Virtual Backgrounds",106,"Virtual Backgrounds"
499,"15-Minute Appointments",105,"15 Minute Appointments"
498,"Intranet Management & BDS Content Editors",104,Intranet
492,"Worker's Comp Service Catalog",37,"Employee Help, Employee Resources, Employee Assistance"
489,"Separation and Records Request Forms",37,"Employee Help, Employee Resources, Employee Assistance"
487,"Health, Wellness and Life Cycle Event Forms",37,"Employee Help, Employee Resources, Employee Assistance"
486,"Hiring and Onboarding Forms",37,"Employee Help, Employee Resources, Employee Assistance"
478,"Workers' Compensation Claim Association",37,"Employee Help, Employee Resources, Employee Assistance"
473,"Procurement Card (P-Card) Forms",37,"Employee Help, Employee Resources, Employee Assistance"
467,"Procurement Forms",37,"Employee Help, Employee Resources, Employee Assistance"
466,"Facilities Pest Management",37,"Employee Help, Employee Resources, Employee Assistance"
465,"Facilities Info for City Employees",37,"Employee Help, Employee Resources, Employee Assistance"
463,"Facilities Custodial",37,"Employee Help, Employee Resources, Employee Assistance"
454,"CityFleet Motor Pool",37,"Employee Help, Employee Resources, Employee Assistance"
450,"Contract and Electronic Document Review Resources",37,"Employee Help, Employee Resources, Employee Assistance"
446,"BDS Labor Management Committee",264,Committees
445,"BDS Safety Committee",215,Safety
437,"BDS Logos, Letterhead, Style Guide- Graphic Resources",382,Logos
437,"BDS Logos, Letterhead, Style Guide- Graphic Resources",383,Letterhead
437,"BDS Logos, Letterhead, Style Guide- Graphic Resources",36,"Style Guide"
428,"ProjectDox User Updates",96,ePlans
428,"ProjectDox User Updates",50,"BDS Permits"
428,"ProjectDox User Updates",97,ProjectDox
428,"ProjectDox User Updates",27,"BDS Training"
427,"Legal Records Management",37,"Employee Help, Employee Resources, Employee Assistance"
426,"Registering a Trademark",37,"Employee Help, Employee Resources, Employee Assistance"
422,"Capital Assets Forms",37,"Employee Help, Employee Resources, Employee Assistance"
421,"Accounts Receivable Forms",37,"Employee Help, Employee Resources, Employee Assistance"
410,"PBOT Strategic Plan - ""Moving to Our Future""",99,"strategic plan"
409,"PBOT Equity & Inclusion",53,Equity
401,"1.05 PBOT Gender-Neutral Language Policy",53,Equity
401,"1.05 PBOT Gender-Neutral Language Policy",93,Policy
399,"1.01 Administration of PBOT Protocols",94,Administration
399,"1.01 Administration of PBOT Protocols",93,Policy
398,"PBOT Administrative policies and services",93,Policy
397,"PBOT Technology projects and services",92,"pbot tech services"
394,"Accounting Forms",91,Accounting
394,"Accounting Forms",37,"Employee Help, Employee Resources, Employee Assistance"
393,"SAP Maintenance Forms (including cash transfer)",91,Accounting
393,"SAP Maintenance Forms (including cash transfer)",37,"Employee Help, Employee Resources, Employee Assistance"
386,"Paperless Pay Statements",37,"Employee Help, Employee Resources, Employee Assistance"
388,"Leave Balances",37,"Employee Help, Employee Resources, Employee Assistance"
389,"Personnel Number",37,"Employee Help, Employee Resources, Employee Assistance"
390,"W-2 Archives",37,"Employee Help, Employee Resources, Employee Assistance"
391,"Bike and Walk Bucks Form",37,"Employee Help, Employee Resources, Employee Assistance"
385,"Online Pay Statements",37,"Employee Help, Employee Resources, Employee Assistance"
373,"General Liability",89,Liability
373,"General Liability",90,Claim
372,"Loss Prevention & Worker Safety",85,"Loss Prevention"
372,"Loss Prevention & Worker Safety",86,"Driver Training"
372,"Loss Prevention & Worker Safety",87,Ergonomic
372,"Loss Prevention & Worker Safety",88,"Oregon OSHA"
365,"Safety & Incident Reporting",78,"Incident Reporting"
364,"Management Guidance",77,"Management Training"
363,"Building Official Determination",73,"Building Official Determination"
361,"Exiting Employees",72,"Exiting Employee"
359,"Notary Services: Kim Sneath",70,Notary
351,"List of Land Use Review Types and What the Land Use Review Numbers Mean",69,"Land Use Review"
350,"List of Permit Types and What The Permit Number Means",50,"BDS Permits"
349,"Hiring & Processing New Employees",68,"New Hires"
346,"Interview Panel Development",68,"New Hires"
342,"Bureau of Development Services - Director's Office",66,"BDS Director"
341,"Oil Tank Decommissioning / Underground Storage Tanks",211,Topics
334,"BDS Blog Posts, News Articles, Newsletters, Press Releases",64,"BDS News"
334,"BDS Blog Posts, News Articles, Newsletters, Press Releases",20,"BDS Communications"
332,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",63,EIM
332,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",27,"BDS Training"
332,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",53,Equity
331,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",63,EIM
331,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",27,"BDS Training"
331,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",53,Equity
330,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",63,EIM
330,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",27,"BDS Training"
330,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",53,Equity
329,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",63,EIM
329,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",27,"BDS Training"
329,"Equity in Motion (EIM) Accountability and the Inclusive Workplace",53,Equity
260,"Archives & Records Management",59,"Records Retention"
253,"Process Management",58,"Process Management"
239,"Records Requests (This Page Needs Verification by FDAS)",211,Topics
238,"Permit Refunds",211,Topics
237,Sewer,23,"BDS Front Desk"
236,"Tree Questions",23,"BDS Front Desk"
235,Water,23,"BDS Front Desk"
234,"Report Issues with DevHub, Online Fee Estimator, Portland.Gov Website and Portland Maps",23,"BDS Front Desk"
233,"Media Requests",211,Topics
232,Fees,211,Topics
231,Drywells,211,Topics
230,Fire,211,Topics
229,"Septic Tanks, Cesspools and Septic Systems, Septic Forms and Decommission Permits",23,"BDS Front Desk"
228,"Easements and Covenants",211,Topics
227,"Customer Service and Front Desk",23,"BDS Front Desk"
225,"Front Desk Coverage Quick Guide",42,"Job Aids"
223,"Documents and Deliveries",23,"BDS Front Desk"
219,"Property Compliance Division",56,"Property Compliance"
218,"Residential and Commercial Inspections Services",54,"Commercial Inspections"
218,"Residential and Commercial Inspections Services",55,"Residential Inspections"
214,"Equity and Policy Development",53,Equity
211,"Communications Team",17,"Communications Team"
211,"Communications Team",20,"BDS Communications"
195,"Digital Strategy Updates - Early 2021",52,"Digital Strategy"
193,"Portland.Gov Website",51,Portland.gov
191,"Permitting Services",50,"BDS Permits"
187,"Report suspected fraud, waste, or misuse of City resources",48,"Report Problems"
185,"Recruitment and Hiring",377,hiring
185,"Recruitment and Hiring",378,"new employee"
185,"Recruitment and Hiring",26,"BDS Recruitment"
185,"Recruitment and Hiring",68,"New Hires"
185,"Recruitment and Hiring",388,"New Employee Orientation"
185,"Recruitment and Hiring",391,"New Employee Onboarding"
184,"Technology, Training and Continuous Improvement",57,Training
184,"Technology, Training and Continuous Improvement",28,"Recruitment and Training"
183,"BDS Welcomes a Baby Grandson!",46,"Personal Updates"
181,"Codes, Rules & Guides on Portland.gov",39,"Employee Resources"
180,"Permits and Inspections Forms on Portland.gov",39,"Employee Resources"
179,"Zoning and Land Use Forms on Portland.gov",39,"Employee Resources"
178,"Development Services Lunch and Learn Presentations for Customers - Archived Documents",43,"Lunch and Learn"
177,"Rescinded Code Guides, Program Guides and MOUs/IGAs",42,"Job Aids"
176,"Training and Workforce Development",15,"BDS Departments"
170,"Cascade Centers Employee Assistance Seminars",39,"Employee Resources"
168,"Cascade Centers COVID-19 Videos",39,"Employee Resources"
167,"Employee Wellness",39,"Employee Resources"
166,"Outlook on the Web",39,"Employee Resources"
156,"Employee Resources and Tools",40,"Employee Assistance"
154,"Employee Assistance Program",38,"Employee Help"
154,"Employee Assistance Program",40,"Employee Assistance"
154,"Employee Assistance Program",41,"Employee Resources"
153,"Communications Style Guide for Emails, Print and Web Content",36,"Style Guide"
152,"Portland Permit Processing Metrics - Permitting Dashboards",32,"Permitting Dashboard"
152,"Portland Permit Processing Metrics - Permitting Dashboards",33,"Permitting Metrics"
152,"Portland Permit Processing Metrics - Permitting Dashboards",34,"Permits Dashboard"
152,"Portland Permit Processing Metrics - Permitting Dashboards",35,"Permit Reports"
146,"Employee Handbook",8,"Employee Handbook"
